content,clean_tokens,stemmed,label
"sebenarnya sangat bagus, hanya saja harus menggunakan Credit Card, nggak semua orang punya CC, coba kalau bisa via transfer ke Bank pasti sangat ok....😥😥😥","['sebenarnya', 'sangat', 'bagus', 'hanya', 'saja', 'harus', 'menggunakan', 'credit', 'card', 'nggak', 'semua', 'orang', 'punya', 'cc', 'coba', 'kalau', 'bisa', 'via', 'transfer', 'ke', 'bank', 'pasti', 'sangat', 'ok']","['bagus', 'credit', 'card', 'nggak', 'cc', 'coba', 'via', 'transfer', 'bank', 'ok']",0
Good,['good'],['good'],1
Jadi tau schedule film favorite.. Nice..,"['jadi', 'tau', 'schedule', 'film', 'favorite', 'nice']","['tau', 'schedule', 'film', 'favorite', 'nice']",1
Good,['good'],['good'],1
"Kalau bisa di permudah dengan virtual account bank akan lebih baik. Tidak perlu konfirmasi transfer (sudah pasti masuk ke akun rekening bank virtual). Metode pembayaran lebih variatif, saya yakin pasti banyak peminatnya. Kalau kartu kredit masih sedikit yang punya dan masih banyak yang meragukan keamanan nya.","['kalau', 'bisa', 'di', 'permudah', 'dengan', 'virtual', 'account', 'bank', 'akan', 'lebih', 'baik', 'tidak', 'perlu', 'konfirmasi', 'transfer', 'sudah', 'pasti', 'masuk', 'ke', 'akun', 'rekening', 'bank', 'virtual', 'metode', 'pembayaran', 'lebih', 'variatif', 'saya', 'yakin', 'pasti', 'banyak', 'peminatnya', 'kalau', 'kartu', 'kredit', 'masih', 'sedikit', 'yang', 'punya', 'dan', 'masih', 'banyak', 'yang', 'meragukan', 'keamanan', 'nya']","['mudah', 'virtual', 'account', 'bank', 'konfirmasi', 'transfer', 'akun', 'rekening', 'bank', 'virtual', 'metode', 'bayar', 'variatif', 'minat', 'kartu', 'kredit', 'ragu', 'aman']",0
Bagus sekali,"['bagus', 'sekali']",['bagus'],1
Lumayan lah,"['lumayan', 'lah']",['lumayan'],0
Mantappp,['mantappp'],['mantappp'],1
"TOLONG SISTEM PEMBAYARAN BISA INDOMARET, TRANSFER BANK.  SULIT AMAT","['tolong', 'sistem', 'pembayaran', 'bisa', 'indomaret', 'transfer', 'bank', 'sulit', 'amat']","['tolong', 'sistem', 'bayar', 'indomaret', 'transfer', 'bank', 'sulit']",0
bagus bisa melihat,"['bagus', 'bisa', 'melihat']",['bagus'],1
ribet di registrasi mtik,"['ribet', 'di', 'registrasi', 'mtik']","['ribet', 'registrasi', 'mtik']",0
Keren,['keren'],['keren'],1
Bagus banget... Bisa dapat info film update. Dan nyari deh di internet untuk donlot gratis... Kidding 😄,"['bagus', 'banget', 'bisa', 'dapat', 'info', 'film', 'update', 'dan', 'nyari', 'deh', 'di', 'internet', 'untuk', 'donlot', 'gratis', 'kidding']","['bagus', 'banget', 'info', 'film', 'update', 'nyari', 'deh', 'internet', 'donlot', 'gratis', 'kidding']",1
"Barusan coba daftar m-tix, sudah sampe tahap pembayaran setelah memasukkan 6 angka kode pembayaran malah muncul pemberitahuan error occured.. apakah pembayaran tersebut berhasil atau gagal?","['barusan', 'coba', 'daftar', 'm-tix', 'sudah', 'sampe', 'tahap', 'pembayaran', 'setelah', 'memasukkan', '6', 'angka', 'kode', 'pembayaran', 'malah', 'muncul', 'pemberitahuan', 'error', 'occured', 'apakah', 'pembayaran', 'tersebut', 'berhasil', 'atau', 'gagal']","['barusan', 'coba', 'daftar', 'm-tix', 'sampe', 'tahap', 'bayar', 'masuk', '6', 'angka', 'kode', 'bayar', 'muncul', 'pemberitahuan', 'error', 'occured', 'bayar', 'hasil', 'gagal']",0
"Dijadwalnya masih ada transformer, tapi ketika di bioskopnya sudah ga ada dan akhirnya pulang, ga jadi nonton. Tolong ditingkatkan lagi.","['dijadwalnya', 'masih', 'ada', 'transformer', 'tapi', 'ketika', 'di', 'bioskopnya', 'sudah', 'ga', 'ada', 'dan', 'akhirnya', 'pulang', 'ga', 'jadi', 'nonton', 'tolong', 'ditingkatkan', 'lagi']","['jadwal', 'transformer', 'bioskop', 'ga', 'pulang', 'ga', 'nonton', 'tolong', 'tingkat']",0
Sangat mendukung karena tidak perlu nunggu lama di bioskop karena sudah mengetahui jadwal,"['sangat', 'mendukung', 'karena', 'tidak', 'perlu', 'nunggu', 'lama', 'di', 'bioskop', 'karena', 'sudah', 'mengetahui', 'jadwal']","['dukung', 'nunggu', 'bioskop', 'jadwal']",1
Saya sangat kecewa dengan metode pembayaran yg hanya untuk kredit card tolong diperbaiki ya bila ingin ada kemajuan,"['saya', 'sangat', 'kecewa', 'dengan', 'metode', 'pembayaran', 'yg', 'hanya', 'untuk', 'kredit', 'card', 'tolong', 'diperbaiki', 'ya', 'bila', 'ingin', 'ada', 'kemajuan']","['kecewa', 'metode', 'bayar', 'yg', 'kredit', 'card', 'tolong', 'baik', 'maju']",0
Masa lokasi buat Medan ga ada sih,"['masa', 'lokasi', 'buat', 'medan', 'ga', 'ada', 'sih']","['lokasi', 'medan', 'ga', 'sih']",0
Sangat bagus luar biasa,"['sangat', 'bagus', 'luar', 'biasa']",['bagus'],1
Metode pembayarannya susah. Tidak memadai untuk kalangan menengah ke bawah. Saya sarankan bekerjasama dengan Go-Jek saja. Bisa pakai Go-Pay ☺,"['metode', 'pembayarannya', 'susah', 'tidak', 'memadai', 'untuk', 'kalangan', 'menengah', 'ke', 'bawah', 'saya', 'sarankan', 'bekerjasama', 'dengan', 'go-jek', 'saja', 'bisa', 'pakai', 'go-pay']","['metode', 'bayar', 'susah', 'pada', 'kalang', 'tengah', 'saran', 'bekerjasama', 'go-jek', 'pakai', 'go-pay']",0
Nice,['nice'],['nice'],1
Wa bagus bisa langsung beli oh ya aku juga mau nonton loh swet 20,"['wa', 'bagus', 'bisa', 'langsung', 'beli', 'oh', 'ya', 'aku', 'juga', 'mau', 'nonton', 'loh', 'swet', '20']","['wa', 'bagus', 'beli', 'oh', 'nonton', 'loh', 'swet', '20']",1
Keren 😍 sangat membantu 👍,"['keren', 'sangat', 'membantu']","['keren', 'bantu']",1
Bagus,['bagus'],['bagus'],1
Baguss banget. Tingkatkan terus😚👍👍👍,"['baguss', 'banget', 'tingkatkan', 'terus😚👍👍👍']","['baguss', 'banget', 'tingkat', 'terus']",1
Sipp,['sipp'],['sipp'],1
"Top up dari dulu g pernah dipermudah. Padahal pengen banget register terus top up. Langsung beli tiket, nonton. Tapi, top up nya sulit.   Untuk sekedar Info, aplikasi sudah oke.","['top', 'up', 'dari', 'dulu', 'g', 'pernah', 'dipermudah', 'padahal', 'pengen', 'banget', 'register', 'terus', 'top', 'up', 'langsung', 'beli', 'tiket', 'nonton', 'tapi', 'top', 'up', 'nya', 'sulit', 'untuk', 'sekedar', 'info', 'aplikasi', 'sudah', 'oke']","['top', 'up', 'mudah', 'ken', 'banget', 'register', 'top', 'up', 'beli', 'tiket', 'nonton', 'top', 'up', 'sulit', 'dar', 'info', 'aplikasi', 'oke']",0
I like it. Thanks,"['i', 'like', 'it', 'thanks']","['like', 'it', 'thanks']",1
Bagus,['bagus'],['bagus'],1
good,['good'],['good'],1
Perbarui dong,"['perbarui', 'dong']",['baru'],1
Bagus,['bagus'],['bagus'],1
Mantap,['mantap'],['mantap'],1
Sangat suka!😊,"['sangat', 'suka']",['suka'],1
Membantu mempermudah dri rumah sekalipun,"['membantu', 'mempermudah', 'dri', 'rumah', 'sekalipun']","['bantu', 'mudah', 'dri', 'rumah']",1
Bagus aja,"['bagus', 'aja']","['bagus', 'aja']",1
Nice,['nice'],['nice'],1
All the best from the best,"['all', 'the', 'best', 'from', 'the', 'best']","['all', 'the', 'best', 'from', 'the', 'best']",1
Recomended banget👍,"['recomended', 'banget👍']","['recomended', 'banget']",1
Good,['good'],['good'],1
Apl ini sangat bagus,"['apl', 'ini', 'sangat', 'bagus']","['apl', 'bagus']",1
Mungkin harus ada perbaikan sedikit tapi udah mantap,"['mungkin', 'harus', 'ada', 'perbaikan', 'sedikit', 'tapi', 'udah', 'mantap']","['baik', 'udah', 'mantap']",1
Oke sip makasih,"['oke', 'sip', 'makasih']","['oke', 'sip', 'makasih']",1
Keren banget ya,"['keren', 'banget', 'ya']","['keren', 'banget']",1
Gak enak harus punya kartu kredit,"['gak', 'enak', 'harus', 'punya', 'kartu', 'kredit']","['gak', 'kartu', 'kredit']",0
"Sudh daftar 2 x mnta tunggu konfirmasi, tp g ad konfirmasi apa2 buaT aktivasi selanjutnya hadeuH","['sudh', 'daftar', '2', 'x', 'mnta', 'tunggu', 'konfirmasi', 'tp', 'g', 'ad', 'konfirmasi', 'apa2', 'buat', 'aktivasi', 'selanjutnya', 'hadeuh']","['sudh', 'daftar', '2', 'mnta', 'tunggu', 'konfirmasi', 'tp', 'ad', 'konfirmasi', 'apa2', 'aktivasi', 'hadeuh']",0
Lumayan bagus,"['lumayan', 'bagus']","['lumayan', 'bagus']",1
Sangat membantu,"['sangat', 'membantu']",['bantu'],1
"Terima kasih, karena ga harus antri untuk pembelian tiket","['terima', 'kasih', 'karena', 'ga', 'harus', 'antri', 'untuk', 'pembelian', 'tiket']","['terima', 'kasih', 'ga', 'antri', 'beli', 'tiket']",1
Sipp,['sipp'],['sipp'],1
lumayanlah,['lumayanlah'],['lumayan'],1
Good job,"['good', 'job']","['good', 'job']",1
"Info dengan lapangan sangat beda, padahal sudah menanti melihat sweet 20 di Pakuwon city SBY ternyata pas di lapangan di tolak alasannya filmnya rusak jadi tdk bs di tayangkan. Mutu pelayanannya jelek","['info', 'dengan', 'lapangan', 'sangat', 'beda', 'padahal', 'sudah', 'menanti', 'melihat', 'sweet', '20', 'di', 'pakuwon', 'city', 'sby', 'ternyata', 'pas', 'di', 'lapangan', 'di', 'tolak', 'alasannya', 'filmnya', 'rusak', 'jadi', 'tdk', 'bs', 'di', 'tayangkan', 'mutu', 'pelayanannya', 'jelek']","['info', 'lapang', 'beda', 'sweet', '20', 'pakuwon', 'city', 'sby', 'pas', 'lapang', 'tolak', 'alas', 'film', 'rusak', 'tdk', 'bs', 'tayang', 'mutu', 'layan', 'jelek']",0
kenapa sih klo beli tiket nya harus pake kartu kredit yg gak punya kan kasian,"['kenapa', 'sih', 'klo', 'beli', 'tiket', 'nya', 'harus', 'pake', 'kartu', 'kredit', 'yg', 'gak', 'punya', 'kan', 'kasian']","['sih', 'klo', 'beli', 'tiket', 'pake', 'kartu', 'kredit', 'yg', 'gak', 'kasi']",0
Uninstal z.. udh ga bs dbuka aplikasinya.. tiap masuk signal nya lgsg turun.. ga paham,"['uninstal', 'z', 'udh', 'ga', 'bs', 'dbuka', 'aplikasinya', 'tiap', 'masuk', 'signal', 'nya', 'lgsg', 'turun', 'ga', 'paham']","['uninstal', 'udh', 'ga', 'bs', 'dbuka', 'aplikasi', 'signal', 'lgsg', 'turun', 'ga', 'paham']",0
Good 😊😊,['good'],['good'],1
Aiman,['aiman'],['aiman'],1
Nice 😉,['nice'],['nice'],1
Apl sgt mendukung agar bisa update film2 terkini yg lg maen d bioskop...hanya sayangnya stlh reg MTIX d daerah saya sayangnya (Kota Malang) msh blm mendukung MTIX,"['apl', 'sgt', 'mendukung', 'agar', 'bisa', 'update', 'film2', 'terkini', 'yg', 'lg', 'maen', 'd', 'bioskop', 'hanya', 'sayangnya', 'stlh', 'reg', 'mtix', 'd', 'daerah', 'saya', 'sayangnya', 'kota', 'malang', 'msh', 'blm', 'mendukung', 'mtix']","['apl', 'sgt', 'dukung', 'update', 'film2', 'kini', 'yg', 'lg', 'maen', 'bioskop', 'sayang', 'stlh', 'reg', 'mtix', 'daerah', 'sayang', 'kota', 'malang', 'msh', 'blm', 'dukung', 'mtix']",1
Bagus,['bagus'],['bagus'],1
Jelek byk iklan.. lbh panjang iklan drpd filmny. Da mirip siaran tv,"['jelek', 'byk', 'iklan', 'lbh', 'panjang', 'iklan', 'drpd', 'filmny', 'da', 'mirip', 'siaran', 'tv']","['jelek', 'byk', 'iklan', 'lbh', 'iklan', 'drpd', 'filmny', 'da', 'siar', 'tv']",0
Good,['good'],['good'],1
"Bagus, kita jadi bisa liat jadwal film tanpa harus antri","['bagus', 'kita', 'jadi', 'bisa', 'liat', 'jadwal', 'film', 'tanpa', 'harus', 'antri']","['bagus', 'liat', 'jadwal', 'film', 'antri']",1
"Saya sudah top up 150.000 di bioskop sesuai dengan arahan petugas, namun sesampainya dirumah menunggu kode aktivasi yang cukup lama selanjutnya untuk pembelian tiket tidak bisa..selanjutnya sy harus bagaimana??trims","['saya', 'sudah', 'top', 'up', '150.000', 'di', 'bioskop', 'sesuai', 'dengan', 'arahan', 'petugas', 'namun', 'sesampainya', 'dirumah', 'menunggu', 'kode', 'aktivasi', 'yang', 'cukup', 'lama', 'selanjutnya', 'untuk', 'pembelian', 'tiket', 'tidak', 'bisa', 'selanjutnya', 'sy', 'harus', 'bagaimana', 'trims']","['top', 'up', '150 000', 'bioskop', 'sesuai', 'arah', 'tugas', 'sampa', 'rumah', 'tunggu', 'kode', 'aktivasi', 'beli', 'tiket', 'sy', 'trims']",0
okok,['okok'],['okok'],1
Gk ada kota batu:v,"['gk', 'ada', 'kota', 'batu', 'v']","['gk', 'kota', 'batu']",0
Bagus,['bagus'],['bagus'],1
Good,['good'],['good'],1
Ok,['ok'],['ok'],1
Bagus,['bagus'],['bagus'],1
Sangat berguna buat ngecek jadwal film 😇😇😇,"['sangat', 'berguna', 'buat', 'ngecek', 'jadwal', 'film']","['guna', 'ngecek', 'jadwal', 'film']",1
Daerah Bangka udah ada ? Bes cinema ?,"['daerah', 'bangka', 'udah', 'ada', 'bes', 'cinema']","['daerah', 'bangka', 'udah', 'bes', 'cema']",1
Nice,['nice'],['nice'],1
Saya suka app ini..membantu bngts buat cek jadwal film d bioskop,"['saya', 'suka', 'app', 'ini', 'membantu', 'bngts', 'buat', 'cek', 'jadwal', 'film', 'd', 'bioskop']","['suka', 'app', 'bantu', 'bngts', 'cek', 'jadwal', 'film', 'bioskop']",1
Lumayan lah,"['lumayan', 'lah']",['lumayan'],1
Aplikasinya Bagus & Bermanfaat. Jadi ga susah antre. Tapi mohon dipermudah dalam registrasi & penambahan jadwal esok hari,"['aplikasinya', 'bagus', 'bermanfaat', 'jadi', 'ga', 'susah', 'antre', 'tapi', 'mohon', 'dipermudah', 'dalam', 'registrasi', 'penambahan', 'jadwal', 'esok', 'hari']","['aplikasi', 'bagus', 'manfaat', 'ga', 'susah', 'antre', 'mudah', 'registrasi', 'tambah', 'jadwal', 'esok']",1
Good,['good'],['good'],1
Keren,['keren'],['keren'],1
Klo bsa untuk metode pembelian dibuat lh bbrp pilihan jgn hanya pengguna CC aj yg di beri kemudahan tp jg mreka2 yg tdak memakai/memiliki CC jg di permudah. Sbg contoh bsa menggunakan metode GO-PAY seperti yg di lakukan oleh CGV...   Mohon di respon,"['klo', 'bsa', 'untuk', 'metode', 'pembelian', 'dibuat', 'lh', 'bbrp', 'pilihan', 'jgn', 'hanya', 'pengguna', 'cc', 'aj', 'yg', 'di', 'beri', 'kemudahan', 'tp', 'jg', 'mreka2', 'yg', 'tdak', 'memakai/memiliki', 'cc', 'jg', 'di', 'permudah', 'sbg', 'contoh', 'bsa', 'menggunakan', 'metode', 'go-pay', 'seperti', 'yg', 'di', 'lakukan', 'oleh', 'cgv', 'mohon', 'di', 'respon']","['klo', 'bsa', 'metode', 'beli', 'lh', 'bbrp', 'pilih', 'jgn', 'guna', 'cc', 'aj', 'yg', 'mudah', 'tp', 'jg', 'mreka2', 'yg', 'tdak', 'pakai milik', 'cc', 'jg', 'mudah', 'sbg', 'contoh', 'bsa', 'metode', 'go-pay', 'yg', 'laku', 'cgv', 'respon']",0
Akurat,['akurat'],['akurat'],1
Good,['good'],['good'],1
Duh gak sabar naura dan genk juara mana nih ihhhh,"['duh', 'gak', 'sabar', 'naura', 'dan', 'genk', 'juara', 'mana', 'nih', 'ihhhh']","['duh', 'gak', 'sabar', 'naura', 'genk', 'juara', 'nih', 'ihhhh']",1
Lola,['lola'],['lola'],0
"Katanya nnton di xxi padang, bakal ada T-cash dan dapat potongan 20rb, jd kapan direalisasikan?","['katanya', 'nnton', 'di', 'xxi', 'padang', 'bakal', 'ada', 't-cash', 'dan', 'dapat', 'potongan', '20rb', 'jd', 'kapan', 'direalisasikan']","['nnton', 'xxi', 'padang', 't-cash', 'potong', '20rb', 'jd', 'realisasi']",1
Parah masa gk ada cars 3 padahal udah keluar,"['parah', 'masa', 'gk', 'ada', 'cars', '3', 'padahal', 'udah', 'keluar']","['parah', 'gk', 'cars', '3', 'udah']",0
Top,['top'],['top'],1
Seru banget,"['seru', 'banget']","['seru', 'banget']",1
Reques film cinta selamanya dong min,"['reques', 'film', 'cinta', 'selamanya', 'dong', 'min']","['reques', 'film', 'cinta', 'min']",1
Ok,['ok'],['ok'],1
Ok,['ok'],['ok'],1
Bagus,['bagus'],['bagus'],1
"Trailer nya burem, alias gak cerah! Diperbaiki lagi.","['trailer', 'nya', 'burem', 'alias', 'gak', 'cerah', 'diperbaiki', 'lagi']","['trailer', 'burem', 'alias', 'gak', 'cerah', 'baik']",0
Suka,['suka'],['suka'],1
Owowowow,['owowowow'],['owowowow'],1
"mantap tpi jngan ada spondor""  gtu","['mantap', 'tpi', 'jngan', 'ada', 'spondor', 'gtu']","['mantap', 'tpi', 'jngan', 'spondor', 'gtu']",1
yeaahh... akhirnya gak perlu lagi antri beli tiket buang2 wkt. mantap !!!👍👍,"['yeaahh', 'akhirnya', 'gak', 'perlu', 'lagi', 'antri', 'beli', 'tiket', 'buang2', 'wkt', 'mantap']","['yeaahh', 'gak', 'antri', 'beli', 'tiket', 'buang2', 'wkt', 'mantap']",1
"Top up saldo online,,please","['top', 'up', 'saldo', 'online']","['top', 'up', 'saldo', 'online']",1
I like it,"['i', 'like', 'it']","['like', 'it']",1
aplikasi yang sangat membantu untuk update film terbaru,"['aplikasi', 'yang', 'sangat', 'membantu', 'untuk', 'update', 'film', 'terbaru']","['aplikasi', 'bantu', 'update', 'film', 'baru']",1
Mudhan aplikasi ini membantu kami tq,"['mudhan', 'aplikasi', 'ini', 'membantu', 'kami', 'tq']","['mudhan', 'aplikasi', 'bantu', 'tq']",1
Kasih segini dulu yak klo Bagus ditambahin lagi,"['kasih', 'segini', 'dulu', 'yak', 'klo', 'bagus', 'ditambahin', 'lagi']","['kasih', 'gin', 'yak', 'klo', 'bagus', 'ditambahin']",1
Lanjutkan agar lebih baik,"['lanjutkan', 'agar', 'lebih', 'baik']",['lanjut'],1
Ini bisa untuk lihat acara jadwal nonton hore💋,"['ini', 'bisa', 'untuk', 'lihat', 'acara', 'jadwal', 'nonton', 'hore💋']","['acara', 'jadwal', 'nonton', 'hore']",1
Gak bisa dibuka karena jarigan buruk padahal jarigannya baik-baik aja buat nonton youtube aja bisa masa buka app ini gak bisa ati lah,"['gak', 'bisa', 'dibuka', 'karena', 'jarigan', 'buruk', 'padahal', 'jarigannya', 'baik-baik', 'aja', 'buat', 'nonton', 'youtube', 'aja', 'bisa', 'masa', 'buka', 'app', 'ini', 'gak', 'bisa', 'ati', 'lah']","['gak', 'buka', 'jarigan', 'buruk', 'jarigannya', 'baik', 'aja', 'nonton', 'youtube', 'aja', 'buka', 'app', 'gak', 'ati']",0
Top,['top'],['top'],0
Kok di samsung beda sama di iphone masa di samsung malah lebih kudet tapi kok di iphone malah update sih aneh banget yang buat,"['kok', 'di', 'samsung', 'beda', 'sama', 'di', 'iphone', 'masa', 'di', 'samsung', 'malah', 'lebih', 'kudet', 'tapi', 'kok', 'di', 'iphone', 'malah', 'update', 'sih', 'aneh', 'banget', 'yang', 'buat']","['samsung', 'beda', 'iphone', 'samsung', 'kudet', 'iphone', 'update', 'sih', 'aneh', 'banget']",0
Lemot,['lemot'],['lot'],0
Bagus makin up-to-date nonton filmnya...,"['bagus', 'makin', 'up-to-date', 'nonton', 'filmnya']","['bagus', 'up-to-date', 'nonton', 'film']",1
Saya suka app ini,"['saya', 'suka', 'app', 'ini']","['suka', 'app']",1
"Ini aplikadi ngebantu bangett. Tpi kadang suka erorr dikit dan itu ga bikin aplikasi ini jelek. Buat rating ini 9,8/10","['ini', 'aplikadi', 'ngebantu', 'bangett', 'tpi', 'kadang', 'suka', 'erorr', 'dikit', 'dan', 'itu', 'ga', 'bikin', 'aplikasi', 'ini', 'jelek', 'buat', 'rating', 'ini', '9,8/10']","['aplikadi', 'ngebantu', 'bangett', 'tpi', 'kadang', 'suka', 'erorr', 'dikit', 'ga', 'bikin', 'aplikasi', 'jelek', 'rating', '9 8 10']",1
"Jujur saya kecewa berat sama aplikasi ini. Apa fungsinya hanya sekedar untuk update informasi movie terbaru saja dan theaternya?  Jika iya buat apa download dan install aplikasi macam ini? Tidak berguna sama sekali. Fungsinya sangat amat tidak membantu! Buang kuota dan memory.  Saya itu ingin menggunakan fasilitas M-Tix tapi belum belum kok sudah dipersulit.  Mulai dari Registration saja susahnya engga ketulungan. Ini aplikasi sama sekali tidak support!  Jika dilihat dari reviewnya sudah jelas tidak ada perbaikan dan perkembangan atau kemajuan! Sudah beberapa kali dicomplaint tetap saja tidak digubris sepertinya.  Saya kira signal HP saya yang bermasalah, namun setelah dicoba beberapa kali ternyata aplikasinya yang buruk!  Teruskan saja seperti ini, dan tunggu competitormu bisa berbuat lebih baik dan tunggu munculnya competitor yang benar benar muncul menghabiskan pasarmu!  Thanks!","['jujur', 'saya', 'kecewa', 'berat', 'sama', 'aplikasi', 'ini', 'apa', 'fungsinya', 'hanya', 'sekedar', 'untuk', 'update', 'informasi', 'movie', 'terbaru', 'saja', 'dan', 'theaternya', 'jika', 'iya', 'buat', 'apa', 'download', 'dan', 'install', 'aplikasi', 'macam', 'ini', 'tidak', 'berguna', 'sama', 'sekali', 'fungsinya', 'sangat', 'amat', 'tidak', 'membantu', 'buang', 'kuota', 'dan', 'memory', 'saya', 'itu', 'ingin', 'menggunakan', 'fasilitas', 'm-tix', 'tapi', 'belum', 'belum', 'kok', 'sudah', 'dipersulit', 'mulai', 'dari', 'registration', 'saja', 'susahnya', 'engga', 'ketulungan', 'ini', 'aplikasi', 'sama', 'sekali', 'tidak', 'support', 'jika', 'dilihat', 'dari', 'reviewnya', 'sudah', 'jelas', 'tidak', 'ada', 'perbaikan', 'dan', 'perkembangan', 'atau', 'kemajuan', 'sudah', 'beberapa', 'kali', 'dicomplaint', 'tetap', 'saja', 'tidak', 'digubris', 'sepertinya', 'saya', 'kira', 'signal', 'hp', 'saya', 'yang', 'bermasalah', 'namun', 'setelah', 'dicoba', 'beberapa', 'kali', 'ternyata', 'aplikasinya', 'yang', 'buruk', 'teruskan', 'saja', 'seperti', 'ini', 'dan', 'tunggu', 'competitormu', 'bisa', 'berbuat', 'lebih', 'baik', 'dan', 'tunggu', 'munculnya', 'competitor', 'yang', 'benar', 'benar', 'muncul', 'menghabiskan', 'pasarmu', 'thanks']","['jujur', 'kecewa', 'berat', 'aplikasi', 'fungsi', 'dar', 'update', 'informasi', 'movie', 'baru', 'theaternya', 'iya', 'download', 'install', 'aplikasi', 'guna', 'fungsi', 'bantu', 'buang', 'kuota', 'memory', 'fasilitas', 'm-tix', 'sulit', 'registration', 'susah', 'engga', 'ketulungan', 'aplikasi', 'support', 'reviewnya', 'baik', 'kembang', 'maju', 'dicomplaint', 'gubris', 'signal', 'hp', 'masalah', 'coba', 'aplikasi', 'buruk', 'terus', 'tunggu', 'competitormu', 'buat', 'tunggu', 'muncul', 'competitor', 'muncul', 'habis', 'pasar', 'thanks']",0
Good,['good'],['good'],1
"Min,  kenapa sih kok jarang banget/gak pernah sama sekali menayangkan Film Anime dari Jepang, untuk kedepannya saya mohon bisa untuk di tayangkan","['min', 'kenapa', 'sih', 'kok', 'jarang', 'banget/gak', 'pernah', 'sama', 'sekali', 'menayangkan', 'film', 'anime', 'dari', 'jepang', 'untuk', 'kedepannya', 'saya', 'mohon', 'bisa', 'untuk', 'di', 'tayangkan']","['min', 'sih', 'jarang', 'banget gak', 'tayang', 'film', 'anime', 'jepang', 'depan', 'tayang']",0
Bikin aps update kayak CG* dong. Masa salah satu bioskop besar gini ga ada aplikasi tiket online nya 😏 indonesia itu bukan cuma jakarta doang lhoo,"['bikin', 'aps', 'update', 'kayak', 'cg', 'dong', 'masa', 'salah', 'satu', 'bioskop', 'besar', 'gini', 'ga', 'ada', 'aplikasi', 'tiket', 'online', 'nya', 'indonesia', 'itu', 'bukan', 'cuma', 'jakarta', 'doang', 'lhoo']","['bikin', 'aps', 'update', 'kayak', 'cg', 'salah', 'bioskop', 'gin', 'ga', 'aplikasi', 'tiket', 'online', 'indonesia', 'jakarta', 'doang', 'lhoo']",0
