content,score
"SALDO GOPAY UDAH KEPOTONG, TP GAGAL PROSES ANEH",1
my money suddenle refunded,1
"user friendly, easy to use.",5
oke,5
good,5
"Poor ux & slow app experience, need to consistently re-login. Expected better from XXI",2
gak bisa dibuka eror terus,1
lifestyle-able🫰🏻🤩🫰🏻,5
mantap cu,5
easier to order,5
"gak niat banget bikin kuota voucher nontonnya, cuman sedikit",1
metode pembayaran kenapa jadi kena fee besar sekali sampai 12rb ?????,2
gak pake antri,5
payment susah,1
lag and always logout after using the app,2
"show blank overlay, when I about to pay",1
ini app bagus banget😭,5
"aplikasinya banyak error, login bolak balik, kadang screennya blank ga ada response",3
jelek lebih bagus yg versi lama,1
error most of the time recently,5
"aplikasinya lagi erorr, tulisannya ""you seem to be offline"" terus, padahal sudah dicoba pakai wifi dan data",5
"gk mau connect, katanya gk ada jaringan, padahal quota & sinyal full",2
kenapa ada tambahan biaya 28rb?,3
nice app and user friendly,5
"you must fix it, since it lost connection for many time",4
aplikasinya lemot banget.. butuh improvement,2
Mantap,5
apps lagging,2
"2 April, aplikasi gak berjalan dgn semestinya, bener2 lelet gak karuan. Saya jarang kasih review aplikasi dan ini worth to tell bcz its trash!",1
app too slow,3
"this apps isnt working anymore, maybe the IT support still in holiday so the apps does",1
"benerin aplikasinya, sosmed doang aktif, aplikasi kok bapuk.",1
susah buat pesan melalui tiket di aplikasi ini,2
"habis update app lgsung dpt pengalaman buruk : 1. Internet 5G connect dianggp ga connect, mutliple times 2. Di banner ada pilihan film, eh di click dianggap belom tayang. bikin app ditest dulu yg bener, bru release.",1
Gak jelas anjir apk nya error terus. Tiap hari ada aja masalahnya. Mending ke CGV kata gw mah,1
Selalu dibilang offline.. Parah.. Padahal internet baik2 saja. Semua aplikasi lain jalan lancar. Hanya mtix yg selalu bilang sedang offline.. Periksa koneksi anda.,1
"aplikasi geje, bug parah, udah permit location sama wifi jelas jelas on masih aja notifnya 'seems offline'",1
Rabu 2 Apr 25. Server down dibilang koneksi offline.,3
tidak bisa di akses,1
"Jam buka dan ordernya ditulis dong, jam 6 pagi gitu. Kemudian kalau film bagus buka studio yang besar.",2
"kenapa selalu muncul pop up masalah koneksi ""you seems to be offline"" padahal koneksi wifi dan seluler/ paket data tidak ada kendala dan proses login berhasil. sehingga tidak bisa masuk menu pilih bioskop. sudah coba di dua device baik ios maupun android kendalanya sama.",2
ada bugs dimana dia show offline terus padahal internet aman,1
cacat dianggep offline mulu,1
Imi kenapa ya app saya tulisannya saya sedang offline terus pdhl data on wifi juga on. Ada bug kah? Udah dua hari ga bisa akses,1
works properly,5
"sekarang mtix tidak bisa autoconnect sakuku untuk proses pembayaran, padahal uang saya ada di sana.",2
everything is exelent,5
so easy to use,5
"gabisa connect, aneh",2
apakah sudah pindah ke TIX ID? karena m.tix sudah ngga bisa diakses ... terima kasih,1
makin lemot,1
top,5
Ada beberapa bug yang harus segera diperbaiki,3
okok,5
"eror, gak mau kluar gambar, triller g mau diplay",1
bagusss dan mantapppp,5
please make the seat selection alphabet A on top not at the bottom,1
"verifikasinya jadul harus ke sms, kompetitor verifikasinya fleksibel ke whatsapp dan cara pembayaran komplit. jadinya, saya tidak jadi menggunakan aplikasi ini karena harus kirim otp ke sms bukan ke whatsapp. tix id very fleksibel dan jadinya beli di tix id.",1
bugged. stuck at opening.,1
okay,5
"login kudu Ada Notif sms terus, ribet dahhhh",2
eror mulu. gk bs beli tiket via gopay refund mulu,1
"ga bisa complete order kalo ga langsung bayar, suka logout sendiri waktu mau bayar",1
kena 20 ribu mahallll,1
simple and easy,5
"kewl app, good promos ;)🫠",5
Ok,5
UI/UX TOLOL. Tidak jelas gimana cara isi ulang mtix. Tiba2 logout & gopay harus link ulang dan terputus.,2
easy using,5
Cool..,5
💙,5
cara pembayaran pesanan masih terbatas,4
pemesanan sulit terutama untuk pembayaran.,1
Simple 👍🏻,5
pembayaran terpotong tapi di app tulisannya order failed,1
Unstable!,2
"nyantol di notification permision app saat dibuka menanyakan notification permission, ada pilihan allow dan dont allow, 2 pilihan ini dua2nya tidak bisa di klik sama sekali",1
mantap sih...,5
practice & eazy,5
good,5
Very Good 👍🏼👍🏼,5
repeatedly failed while using gopay,1
ok,5
suggest: no need service charge,5
Sering banget bugs,4
gopay gagal Terus,3
new version is sucks,1
repot,5
"ga bs pake web, hrs bgt maksa org dolot app. apanya yg keren. hrs flexible dong. setelah beli, screenshot, jg ujung2nya di uninstall.",1
"this update, hang and error, and always need to relogin , and with OTP SMS",1
This app so BUGGY keep logging out unexpectedly and the payment methods on Digital Wallet is very limited really need much of improvement. The user interface still rough and coarse need a lot of UI revamping!,2
"pembelian lewat link aplikasi gopay susah sekali, setelah 5x coba baru bisa beli.",4
Payment kept getting refunded,1
"faster and better UI now, more payment options and promo please. thanks.",4
Ribet,1
ribet,1
good app,5
simple. fast and easy,5
"Kenapa sih aplikasinya nih, Bugs nya tolong benerin dong. Mau payment aja susahnya minta ampun, Keluar2 mulu. pilihan pembayaran juga sedikit, Ampun deh.",1
pembayarannya kadang spt error padahal berhasil. bagusan tampilan lama lebih stabil,3
bolak balik ke logout!,2
mantap...!,5
di XXI CIPLAZ KLENDER MAKSA BANGET MBA NYA SURUH BELI MAKANAN DAN MINUMAN,1
MANTAP WOY,5
easy way to watch movie and order food at XXI.,5
"Not working on s24 ultra. Pop up ask for notification permission cannot be closed, hence cannot continue forward.",1
nice..admin fee too expensive,5
"akun selalu ter-logoff, minta otp berkali-kali, apa gunanya ada PIN kalau selalu minta OTP berkali-kali",3
admin fee is expensive than before,2
difficult to pay with sakuku.lagging,2
knp poster filmnya gaada yg muncul ya? mohon bantuannya,1
helpful,5
not user friendly,1
tolong dioptimalkan lagi,4
Aplikasi ok. Tp biaya transaksi pembelian tiket terlalu mahal,3
biaya admin nya kemahalan.,1
Aplikasi buatan anak TK,1
"Mtix tolong updatenya, tidak ada gambar filmnya di app, blank jd kurang menarik dilihatnya... ☹️",3
"Aplikasi keren mudah digunakan, super lengkap. semoga ke depannya biaya adminnya gratis. amiin",5
I install and uninstall many many times and still stuck. What happened?,1
Movie posters nya gak ada yang muncul & cuma blank. Ini error apa gimana ya?,3
good apps,5
you not register in my V.A list. this is not my first buy ticket with m tix,3
"manteep, mudah dan praktis beli tiket pake m.tix",5
superb,5
Good,5
"recurring error, unstable",4
make life easier,5
good lah,5
lebih praktis dah mudah,5
ease and fast. simple.,5
awesome,5
gabisa ganti nomor telepon,3
good app,5
Tampilan film di screen tidak ada/tidak tampak hanya layar hitam saja.,2
very convenient to book a ticket,5
bagus dan mudah digunakan,5
Gagal bayar mulu pakai sakuku,1
"lambat, koneksinya ga praktis, uinya ribet",1
ok. so easy to use. buy a ticket within 5 minutes. thank you.,5
"Aku mau nonton sendiri di Premiere, tapi selalu muncul peringatan kalau gabisa meninggalkan celah satu seat, sedangkan baris tengah hanya ada 4 seat. padahal seat nya masih kosong melompong, tapi aku gabisa pilih tengah karena pasti ninggalin celah 1 seat! sebagai penonton pastinya aku mau nonton di posisi paling nyaman dengna view paling oke dong, dan memangnya mau nonton selalu bawa teman atau pasangan? Absurd rules, sacrificing user experience while we pay the same as the rest.",2
bisa ditingkatkan dengan metode pembayaran qris,5
the best,5
great application,4
seamless experience to book everything. nice,5
"""Your session is not valid please login again"" ????",1
"Nice app, but please let a movie schedule to be able to view everyday, at least for two weeks, not just for today schedule. Thanks!",5
"So annoying, can't connect",1
"mahal, fee 10 persen. Bila bioskop nggak rame, beli di loket saja lebih murah.",1
tidak bisa link card,2
bagus banget sangat ramah,5
Nice app,5
good👍👍,5
"Jadwal Interstellar untuk bioskop Jakarta tidak kunjung muncul di apps, padahal kota lain sudah. Ternyata di website sudah muncul duluan, itupun gabisa pembayaran selain mtix yg sekarang harus pake sakuku (dan opsi aktivasi di mtix sudah tidak ada). Kursi sudah sold banyak baru muncul di apps.",1
bagus,5
"helpful, easy payment and complete...",5
OK,5
"Otp nya lama, keburu expired",2
love it,5
"Mbayarnya susah.. pilihan pembayaran cuma dikit, gaa guna",1
Nice app 👍🏼,5
"good promo good deal,easy to use",5
okay thanks,5
so slow while in payment. Loading very long.,4
otp gagal,1
"mau pilih bioskop aja loading ga beres2, muter aja terooos",1
ribet amat sekarang top up mtixnya. developer kerja yg bener donk lo pada.,5
nice apps,5
ga bisa klik allow notificiation,5
akan lebih baik jika tidak ada biaya admin,3
Harus berhati2 apalagi kalau payment dg gopay. Lalu tiba2 error. Baik gopay maupun mtix saling lempar tanggung jawab.tidak tercatat di gopay karena error. Tapi ada order failed di netflix dan saldo berkurang.,1
Mudah dan cepat 👌,5
application fee nya mahall banget,2
Menyedihkan...,1
ok,5
VA nya ditambahkan bank lain,4
apps is good but the order fee quite high,5
Tidak ada penjelasan yg baik cara top upnya,1
"Very helpful, thank you",5
🇮🇩😘👍🏻👍🏻👍🏻,5
well done,5
bagus,5
okay,5
kurang metode pembayaran. harusnya ada QRIS ato yg lainnya. sisa mtix juga tidak bisa di gunakan bersamaan dengan pembayaran lainnya. jadi tidak bisa di gunakan karena kurang untuk membeli tiket.,3
helps,5
I Love First M Tix Style...and also payment method...,3
Great apps,5
good App easy to use,5
so charmful apps,5
Ribet buat refund tiket harus ke bank segala lagi JELEK,1
interface more refreshing than before...,5
mahal biayanya,3
fee terlalu mahal,2
nice app!!!,5
"Very easy and intuitive. It's better if the favourited cinema being shown upfront in the homepage foe faster navigation and better UX. Overall, love this app.",5
tidak bs bayar pakai SAKUKU,3
good,5
Sangat efisien utk pembelian tiket,5
great,5
wow it's easy,5
Mantul tampilannya sekarang,5
menarik aplikasi m-tix dan mudah boleh kasih saran..perbanyak payment gateway seperti BCA VA dan DANA juga admin fee nya terlalu besar mungkin bila 2000 per tiket it's affordable thank you,5
thanks for adding more pay option,5
Good,5
the fee order is too expensives!!!,1
ok,5
Fast and Easy,5
Makin baru bukannya makin bagus malah makin buruk,1
Fee terlalu mahal. Diitung per tiket buka per transaksi.,1
Very good app...,5
Nothing Works.! The worst app ever!,1
Cool,4
Easy to use,5
keren,5
ok,4
mahal fee nya,2
Supeeeeeer Recommended 👍🏼,5
Aplikasinya berjalan tetapi tidak bisa connect dengan internet di Android saya. Jd tidak bisa beli tiket film. Padahal aplikasi yang lain bisa berjalan dengan baik.,2
easy to use,5
Mantapp dan easy,5
"metode verifikasi login via SMS tidak langsung terima, harus dicoba berulang. browse lalu klik lokasi bioskop (untuk melihat di bioskop X sedang memutar film apa), app gagal memuat lalu crash.",3
handy and helpful,5
Best,5
"Tidak bisa melakukan transaksi pakai sakuku saat ini, sudah topup ternyata disuruh untuk daftar sakuku plus, app sakuku nya juga tidak ada kejelasan",1
Poster filmnya gak ada. Mohon diperbaiki.,3
aplikasi yg lama jauh lbh baik dan utk cek sipnosisnya jg lbh gampang,1
"good application for watching movie, easier booking and also can reserve the snack and drink..",5
Dulu enak banget ya apk nya.. skrg stelah d update jadi ribet susah bgt mau top up. Tolong dong d perbaiki. Aneh bgt skrg,1
"could be better if it shows the next day schedule, more payment options & have its own digital wallet",3
additional cost to high.....,4
top,5
simple,5
awesome apps,5
aplikasi tolol wifi on data on masih gabisa ke detect internetnya,1
"Update per 06022025 : "" terdeteksi offline""?? Padahal sinyal on,habis update malah..",1
Error. Katanya ga ada sinyal internet. Padahal internet lancar,2
You should lower your order fees,1
slow as f,3
i don't like this app because we can't see orders history anymore. and so many promo but still can't to use,1
bad application,1
will the good design and efficient,5
Good,5
pembayaran melalui sakuku beberapa kali failed payment terus dan gbs dialihkan saldo nya..not recommended pake sakuku,3
good app,5
lamban processing paymentnya,1
saku ku tidak bisa teraktivasi padahal sdh terisi uang di sana. klogini kan rugi saya,1
gak bisa order tiket dari hari sebelumnya,4
"Suddenly this app isn't working since early january, it keeps on loading but never showing any pages I want to see. Maybe the team can check on it?",2
Always reliable!!,5
payment option nya sucks. jadi ribet banget. bring back mtix 🫵,2
tampilannya abis update jd lebih fresh. smoga makin byk promo all movie donk jgn tertentu aja,5
"so helpful apps , ga perlu antri lagi",5
keren,5
"mempersingkat waktu pembelian tiket, jd dtg ke bioskop tinggal scan and go..😍",5
Best movie app in Indonesia,5
"Nomor hp gak bisa diganti. Mau daftar baru gak bisa dgn alasan email udah terdaftar. Mau tutup akun suruh ttd diatas materai, lampiran ktp, selfie ktp macem pinjol 😒😒",1
sering error,1
nice app,5
"order makanan tp ga sengaja salah pilih lokasi, sadar pas udah bayar. coba chat cs nya ga membantu karna gabisa di edit, gabisa di cancel, gabisa di refund, duit hangus gt aja pdhl kl dipikir orderannya aja blm dibikin wkwk",1
